/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/spoof_0029.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0117.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/spoof_0146.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/bona_0100.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0089.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/spoof_0093.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_05_f000091.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/bona_0149.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0132.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/bonafide_0007.flac,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0069.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0093.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/spoof_0129.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/spoof_0017.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/spoof_0087.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/spoof_0083.flac,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0021.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/bona_0053.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/bona_0039.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/bona_0075.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/bona_0080.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/spoof_0021.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/MegaTTS3/dorothy_and_wizard_oz_02_f000103.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Urdu/spoof_0112.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/spoof_0002.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/spoof_0142.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/bona_0091.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0102.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Urdu/spoof_0080.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/bona_0133.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/spoof_0091.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/bona_0109.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/bona_0148.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/bona_0107.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/bona_0092.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/spoof_0137.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/bona_0033.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/bona_0102.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/spoof_0061.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/bona_0098.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/bona_0073.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0083.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/bona_0099.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0105.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/MegaTTS3/dorothy_and_wizard_oz_19_f000017.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Urdu/bona_0103.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/bona_0049.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0052.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0136.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/bona_0113.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/bona_0025.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/spoof_0036.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/spoof_0118.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/bona_0082.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/bona_0131.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/spoof_0019.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/spoof_0021.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Urdu/spoof_0012.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/spoof_0132.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/bona_0129.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0026.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0149.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/spoof_0067.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0060.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/spoof_0015.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0045.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/bona_0020.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/bona_0030.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/spoof_0120.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_09_f000080.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/bona_0050.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/spoof_0028.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/bona_0062.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0045.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_19_f000009.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/bona_0082.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/spoof_0020.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/spoof_0128.flac,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Urdu/bona_0108.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/bona_0098.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/spoof_0057.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/spoof_0111.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/spoof_0130.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0008.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/spoof_0075.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/bona_0093.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/spoof_0023.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0070.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/bona_0044.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/bonafide_0057.flac,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/bona_0105.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0116.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/bona_0095.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_12_f000057.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_02_f000022.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Urdu/bona_0069.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/bona_0083.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/spoof_0088.flac,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/spoof_0002.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/bona_0101.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/bona_0148.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Tamil/spoof_0018.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/bona_0072.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0074.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0117.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Sanskrit/spoof_0113.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Malayalam/bona_0049.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/spoof_0035.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/spoof_0002.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/spoof_0059.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0134.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/bonafide_0009.flac,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0042.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/spoof_0093.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/bona_0078.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/mlaad/fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_08_f000054.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Punjabi/bona_0128.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0087.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0097.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0094.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/bona_0001.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/bona_0112.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Telugu/bona_0005.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/bonafide_0054.flac,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Hindi/spoof_0099.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Bengali/spoof_0019.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Kannada/spoof_0108.wav,spoof
/Users/yashcomputers/Desktop/Svara/data/voxcelebspoof_cache/spoof_0067.flac,spoof
/Users/yashcomputers/Desktop/Svara/data/combined/Marathi/bona_0050.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Gujarati/bona_0093.wav,bonafide
/Users/yashcomputers/Desktop/Svara/data/combined/Odia/bona_0142.wav,bonafide
